"NUM","NAME","TYPE","VALUE","DISPLAY_VALUE","DEFAULT_VALUE","ISDEFAULT","ISSES_MODIFIABLE","ISSYS_MODIFIABLE","ISPDB_MODIFIABLE","ISINSTANCE_MODIFIABLE","ISMODIFIED","ISADJUSTED","ISDEPRECATED","ISBASIC","DESCRIPTION","UPDATE_COMMENT","HASH","CON_ID"
1902,"log_archive_dest_state_7",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #7 state text string",,3630253584,1
1903,"log_archive_dest_state_8",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #8 state text string",,3554679994,1
1904,"log_archive_dest_state_9",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #9 state text string",,1436305019,1
1905,"log_archive_dest_state_10",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #10 state text string",,1751244906,1
1906,"log_archive_dest_state_11",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #11 state text string",,2886606469,1
1907,"log_archive_dest_state_12",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #12 state text string",,3304517691,1
1908,"log_archive_dest_state_13",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #13 state text string",,2269052938,1
1909,"log_archive_dest_state_14",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #14 state text string",,2727699920,1
1910,"log_archive_dest_state_15",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #15 state text string",,2514322449,1
1911,"log_archive_dest_state_16",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #16 state text string",,2187424721,1
1912,"log_archive_dest_state_17",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #17 state text string",,1347081708,1
1913,"log_archive_dest_state_18",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #18 state text string",,2558416988,1
1914,"log_archive_dest_state_19",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #19 state text string",,1838072217,1
1915,"log_archive_dest_state_20",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #20 state text string",,2897696991,1
1916,"log_archive_dest_state_21",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #21 state text string",,1810950964,1
1917,"log_archive_dest_state_22",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #22 state text string",,3965758431,1
1918,"log_archive_dest_state_23",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #23 state text string",,1640771709,1
1919,"log_archive_dest_state_24",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #24 state text string",,312358666,1
1920,"log_archive_dest_state_25",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #25 state text string",,2480335086,1
1921,"log_archive_dest_state_26",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #26 state text string",,2373194801,1
1922,"log_archive_dest_state_27",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #27 state text string",,3084460413,1
1923,"log_archive_dest_state_28",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #28 state text string",,1760097473,1
1924,"log_archive_dest_state_29",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #29 state text string",,2023610917,1
1925,"log_archive_dest_state_30",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #30 state text string",,2972207749,1
1926,"log_archive_dest_state_31",2,"enable","enable","enable","TRUE","TRUE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination #31 state text string",,4128759905,1
1927,"log_archive_start",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","start archival process on SGA initialization",,952772995,1
1928,"log_archive_dest",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","archival destination text string",,2428527576,1
1929,"log_archive_duplex_dest",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","duplex archival destination text string",,3687644184,1
1930,"log_archive_min_succeed_dest",3,"1","1","1","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","minimum number of archive destinations that must succeed",,3835057806,1
1935,"fal_client",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FAL client",,1512728298,1
1936,"fal_server",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FAL server list",,72419950,1
1938,"log_archive_trace",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Establish archive operation tracing level",,967210318,1
1948,"data_guard_sync_latency",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Data Guard SYNC latency",,1162850028,1
1955,"log_archive_config",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","log archive config",,1745268181,1
1959,"log_archive_format",2,"%t_%s_%r.dbf","%t_%s_%r.dbf","%t_%s_%r.dbf","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","archival destination format",,267180648,1
1960,"data_guard_max_io_time",3,"240","240","240","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","maximum I/O time before process considered hung",,2540830474,1
1961,"data_guard_max_longio_time",3,"240","240","240","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","maximum long I/O time before process considered hung",,3495862319,1
1975,"redo_transport_user",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Data Guard transport user when using password file",,2619943614,1
1980,"log_archive_max_processes",3,"4","4","4","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","maximum number of active ARCH processes",,3132953756,1
1998,"log_buffer",6,"7307264","7136K","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","redo circular buffer size","log buffer update",1173026923,1
2004,"log_checkpoint_interval",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","# redo blocks checkpoint threshold",,421865232,1
2005,"log_checkpoint_timeout",3,"1800","1800","1800","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Maximum time interval between checkpoints in seconds",,1325866608,1
2007,"archive_lag_target",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Maximum number of seconds of redos the standby could lose",,592789495,1
2069,"db_files",3,"200","200","200","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","max allowable # db files",,314572703,1
2070,"db_file_multiblock_read_count",3,"128","128","0","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","db block to be read each IO",,1428169303,1
2074,"read_only_open_delayed",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","if TRUE delay opening of read only files until first access",,3134028732,1
2075,"cluster_database",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","if TRUE startup in cluster database mode",,3044213568,1
2076,"cluster_database_instances",3,"1","1",,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","number of instances to use for sizing cluster db SGA structures",,2296134110,1
2077,"db_create_file_dest",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","default database location",,203090614,1
2078,"db_create_online_log_dest_1",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","online log/controlfile destination #1",,1631516011,1
2079,"db_create_online_log_dest_2",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","online log/controlfile destination #2",,563999388,1
2080,"db_create_online_log_dest_3",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","online log/controlfile destination #3",,1878635215,1
2081,"db_create_online_log_dest_4",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","online log/controlfile destination #4",,2503927821,1
2082,"db_create_online_log_dest_5",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","online log/controlfile  destination #5",,1433039549,1
2083,"db_recovery_file_dest",2,,,"NONE","TRUE","FALSE","IMMEDIATE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","default database recovery file location",,3387568471,1
2084,"db_recovery_file_dest_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","database recovery files size limit",,1541539076,1
2086,"standby_file_management",2,"MANUAL","MANUAL","MANUAL","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","if auto then files are created/dropped automatically on standby",,3958066716,1
2186,"db_unrecoverable_scn_tracking",1,"TRUE","TRUE","TRUE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Track nologging SCN in controlfile",,1772971972,1
2191,"thread",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Redo thread to mount",,2684606808,1
2199,"enabled_PDBs_on_standby",2,"*","*","*","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","List of Enabled PDB patterns",,4147752604,1
2202,"fast_start_io_target",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","Upper bound on recovery reads",,1445495989,1
2203,"fast_start_mttr_target",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","MTTR target in seconds",,3666596407,1
2210,"log_checkpoints_to_alert",1,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","log checkpoint begin/end to alert file",,1565101272,1
2211,"db_lost_write_protect",2,"NONE","NONE","NONE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","enable lost write detection",,1160013993,1
2232,"recovery_parallelism",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","number of server processes to use for parallel recovery",,4261073806,1
2315,"enable_goldengate_replication",1,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","goldengate replication enabled",,1531782384,1
2353,"inmemory_adg_enabled",1,"TRUE","TRUE","TRUE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Enable IMC support on ADG",,855648782,1
2384,"db_flashback_retention_target",3,"1440","1440","1440","TRUE","FALSE","IMMEDIATE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Maximum Flashback Database log retention time in minutes.",,2211957778,1
2524,"data_transfer_cache_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Size of data transfer cache",,2667697950,1
2532,"enable_imc_with_mira",1,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","enable IMC with  multi instance redo apply",,585287948,1
2544,"adg_account_info_tracking",2,"LOCAL","LOCAL","LOCAL","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","ADG user account info tracked in standby(LOCAL) or in Primary(GLOBAL)",,3484866638,1
2545,"adg_redirect_dml",1,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Enable DML Redirection from ADG",,1230296824,1
2547,"dml_locks",3,"2216","2216",,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","dml locks - one for each table modified in a transaction",,1576699050,1
2552,"replication_dependency_tracking",1,"TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","tracking dependency for Replication parallel propagation",,2475358177,1
2561,"transactions",3,"554","554",,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","max. number of concurrent active transactions",,812710636,1
2562,"transactions_per_rollback_segment",3,"5","5","5","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","number of active transactions per rollback segment",,2728085332,1
2573,"temp_undo_enabled",1,"FALSE","FALSE","FALSE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","is temporary undo enabled",,2961108249,1
2583,"rollback_segments",2,,,,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","undo segment list",,1884290623,1
2585,"undo_management",2,"AUTO","AUTO","AUTO","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","instance runs in SMU mode if TRUE, else in RBU mode",,1401409411,1
2589,"undo_tablespace",2,"UNDOTBS1","UNDOTBS1","NONE","FALSE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","use/switch undo tablespace",,2692150816,1
2598,"undo_retention",3,"900","900","900","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","undo retention in seconds",,3327480172,1
2606,"fast_start_parallel_rollback",2,"LOW","LOW","LOW","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","max number of parallel recovery slaves that may be used",,1116456128,1
2608,"resumable_timeout",3,"0","0","0","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","set resumable_timeout",,3544280463,1
2685,"instance_number",3,"0","0","0","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","instance number",,3331028598,1
2771,"heat_map",2,"OFF","OFF","OFF","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","ILM Heatmap Tracking",,557025825,1
2793,"inmemory_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","size in bytes of in-memory area",,2061531072,1
2794,"inmemory_xmem_size",6,"0","0","0","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","size in bytes of in-memory xmem area",,2723349649,1
2803,"inmemory_prefer_xmem_memcompress",2,,,"NONE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Prefer to store tables with given memcompress levels in xmem",,3157231085,1
2804,"inmemory_prefer_xmem_priority",2,,,"NONE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Prefer to store tables with given priority levels in xmem",,3014816868,1
2827,"allow_rowid_column_type",1,"FALSE","FALSE","FALSE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Allow creation of rowid column",,2475532286,1
2831,"db_block_checking",2,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","header checking and data and index block checking",,1476124072,1
2836,"recyclebin",2,"on","on","on","TRUE","TRUE","DEFERRED","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","recyclebin processing",,4276141125,1
2893,"db_index_compression_inheritance",2,"NONE","NONE","NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","options for table or tablespace level compression inheritance",,702102530,1
2998,"db_securefile",2,"PREFERRED","PREFERRED","PERMITTED","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","permit securefile storage during lob creation",,3201873517,1
3035,"inmemory_clause_default",2,,,"NONE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Default in-memory clause for new tables",,2908041815,1
3036,"inmemory_force",2,"DEFAULT","DEFAULT","DEFAULT","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Force tables to be in-memory or not",,1497834589,1
3037,"inmemory_query",2,"ENABLE","ENABLE","ENABLE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Specifies whether in-memory queries are allowed",,2615592267,1
3040,"inmemory_expressions_usage",2,"ENABLE","ENABLE","ENABLE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Controls which In-Memory Expressions are populated in-memory",,619630228,1
3041,"inmemory_virtual_columns",2,"MANUAL","MANUAL","MANUAL","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Controls which user-defined virtual columns are stored in-memory",,3211758405,1
3057,"inmemory_max_populate_servers",3,"0","0","65535","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","maximum inmemory populate servers",,294396442,1
3059,"inmemory_trickle_repopulate_servers_percent",3,"1","1","1","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","inmemory trickle repopulate servers percent",,1428503803,1
3126,"inmemory_optimized_arithmetic",2,"DISABLE","DISABLE","DISABLE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Controls whether or not DSBs are stored in-memory",,1107040518,1
3169,"inmemory_automatic_level",2,"OFF","OFF","OFF","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Enable Automatic In-Memory management",,3486375999,1
3272,"create_stored_outlines",2,,,,"TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","create stored outlines for DML statements",,4265209363,1
3276,"serial_reuse",2,"disable","disable","disable","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","reuse the frame segments",,319631122,1
3286,"ldap_directory_access",2,"NONE","NONE","NONE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","RDBMS's LDAP access option",,366357953,1
3288,"ldap_directory_sysauth",2,"no","no","no","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","OID usage parameter",,3590721065,1
3289,"os_roles",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","retrieve roles from the operating system",,3783461165,1
3290,"rdbms_server_dn",2,,,"NONE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","RDBMS's Distinguished Name",,3271017715,1
3293,"remote_os_authent",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","allow non-secure remote clients to use auto-logon accounts",,1794288875,1
3294,"remote_os_roles",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","allow non-secure remote clients to use os roles",,1402234932,1
3296,"sec_case_sensitive_logon",1,"TRUE","TRUE","TRUE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","case sensitive password enabled for logon",,1474075370,1
3302,"remote_login_passwordfile",2,"EXCLUSIVE","EXCLUSIVE","exclusive","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","password file usage parameter",,3127891494,1
3303,"license_max_users",3,"0","0","0","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","maximum number of named users that can be created in the database",,849023886,1
3309,"audit_sys_operations",1,"FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","enable sys auditing",,2991425711,1
3315,"DBFIPS_140",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Enable use of crypographic libraries in FIPS mode, public",,2966734791,1
3316,"one_step_plugin_for_pdb_with_tde",1,"FALSE","FALSE","FALSE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Facilitate one-step plugin for PDB with TDE encrypted data",,911791935,1
3317,"external_keystore_credential_location",2,,,"NONE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","external keystore credential location",,3445623151,1
3338,"unified_audit_sga_queue_size",3,"1048576","1048576","1048576","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","Size of Unified audit SGA Queue",,3223615522,1
3348,"wallet_root",2,,,"NONE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","wallet root instance initialization parameter",,335793798,1
3349,"tde_configuration",2,,,"NONE","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Per-PDB configuration for Transparent Data Encryption",,2363583331,1
3351,"db_domain",2,,,,"TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","directory part of global database name stored with CREATE DATABASE",,2669961844,1
3352,"global_names",1,"FALSE","FALSE","FALSE","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","enforce that database links have same name as remote database",,2700405834,1
3353,"distributed_lock_timeout",3,"60","60","60","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","number of seconds a distributed transaction waits for a lock",,842900040,1
3356,"commit_point_strength",3,"1","1","1","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","Bias this node has toward not preparing in a two-phase commit",,2235849826,1
3359,"global_txn_processes",3,"1","1","1","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","number of background global transaction processes to start",,1426614060,1
3370,"instance_name",2,"ORCLCDB","ORCLCDB",,"TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","instance name supported by the instance",,2256857119,1
3371,"dispatchers",2,"(PROTOCOL=TCP) (SERVICE=ORCLCDBXDB)","(PROTOCOL=TCP) (SERVICE=ORCLCDBXDB)",,"FALSE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","specifications of dispatchers",,2044337135,1
3372,"shared_servers",3,"1","1","4294967294","TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","number of shared servers to start up",,3176325557,1
3373,"max_shared_servers",3,,,,"TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","max number of shared servers",,2826600650,1
3374,"max_dispatchers",3,,,,"TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","max number of dispatchers",,1521154394,1
3375,"circuits",3,,,,"TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","max number of circuits",,4176376279,1
3376,"shared_server_sessions",3,,,,"TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","max number of shared server sessions",,3395071916,1
3392,"use_dedicated_broker",1,"FALSE","FALSE","TRUE","TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","Use dedicated connection broker",,3036393081,1
3395,"connection_brokers",2,"((TYPE=DEDICATED)(BROKERS=1)), ((TYPE=EMON)(BROKERS=1))","((TYPE=DEDICATED)(BROKERS=1)), ((TYPE=EMON)(BROKERS=1))",,"TRUE","FALSE","IMMEDIATE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","connection brokers specification","connection_brokers default value",1187202324,1
3399,"local_listener",2,,,,"FALSE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","local listener",,1166810346,1
3400,"forward_listener",2,,,,"TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","forward listener",,1488102093,1
3401,"remote_listener",2,,,,"TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","remote listener",,3804628476,1
3402,"listener_networks",2,,,,"TRUE","FALSE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","listener registration networks",,131162088,1
3407,"cursor_space_for_time",1,"FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","use more memory in order to get faster execution",,4277774490,1
3408,"session_cached_cursors",3,"50","50","50","TRUE","TRUE","DEFERRED","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","Number of cursors to cache in a session.",,766615249,1
3420,"remote_dependencies_mode",2,"TIMESTAMP","TIMESTAMP","timestamp","TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","remote-procedure-call dependencies mode parameter",,3590465749,1
3421,"smtp_out_server",2,,,,"TRUE","TRUE","IMMEDIATE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","utl_smtp server and port configuration parameter",,3248157648,1
